OBJECTID,Shape,nombre_establecimiento,sede_educativa,nucleo,servicio,sector,direccion,telefono,estado,vigencia,x_origen_nacional,y_origen_nacional,clasificacion,codigo_dane,cons_sede,dane_sede,longitud,latitud,cbml,codigo_comuna,nombre_comuna,codigo_barrio,nombre_barrio 
488,"(4716579.623700001, 2252939.9681)",Colegio Emilia Riquelme,Colegio Emilia Riquelme,918,No Oficial,No Oficial,CR 51 B 91 19,2332287,Activo,2024,4716579.6237,2252939.9681,No Oficial-Principal,305001005907,30500100590701,305001005907,-75.56250119,6.28287538,04130400002,04,Aranjuez,0413,Aranjuez
489,"(4717281.2596, 2244130.711600002)",Gimnasio Los Cedros,Gimnasio Los Cedros,932,No Oficial,No Oficial,CR 25 6 105,6040701 -314 6819582,Activo,2024,4717281.2596,2244130.7116,No Oficial-Principal,305001005991,30500100599101,305001005991,-75.55577539,6.2032637,14090060009,14,El Poblado,1409,El Tesoro
490,"(4714029.5366, 2246636.1558000017)",Institucion Educativa Camilo C. Restrepo,Institucion Educativa Camilo C. Restrepo,933,No Oficial,No Oficial,CR 65 D 24 40,2350852,Activo,2024,4714029.5366,2246636.1558,No Oficial-Principal,305001006458,30500100645801,305001006458,-75.58526137,6.22577181,15030240017,15,Guayabal,1503,Trinidad
491,"(4715271.399600001, 2243192.704000002)",Colegio De La Compañia De Maria,Colegio De La Compañia De Maria,932,No Oficial,No Oficial,CL 9 SUR 37 345,3211166,Activo,2024,4715271.3996,2243192.704,No Oficial-Principal,305001006784,30500100678401,305001006784,-75.57389097,6.19469551,14140070029,14,El Poblado,1414,El Castillo
492,"(4716034.3948, 2243019.9727)",Instituto Musical Diego Echavarria,Instituto Musical Diego Echavarria,932,No Oficial,No Oficial,CR 32 N. 6SUR - 191,3115241,Activo,2024,4716034.3948,2243019.9727,No Oficial-Principal,305001006831,30500100683101,305001006831,-75.5669908,6.19316731,14150010021,14,El Poblado,1415,Los Balsos No.2
493,"(4712817.688400001, 2246118.9137999993)",Colegio San Francisco Javier,Colegio San Francisco Javier,935,No Oficial,No Oficial,CL 14 73 23,3432492,Activo,2024,4712817.6884,2246118.9138,No Oficial-Principal,305001007306,30500100730601,305001007306,-75.59618627,6.22104191,16060110044,16,Belén,1606,Las Playas
494,"(4716857.963200001, 2242301.6738000046)",Colegio Campestre La Colina,Colegio Campestre La Colina,932,No Oficial,No Oficial,CL 12 SUR 18 173,3170790,Activo,2024,4716857.9632,2242301.6738,No Oficial-Principal,305001007586,30500100758601,305001007586,-75.55951969,6.18670928,14110060045,14,El Poblado,1411,Los Balsos No.1
495,"(4713683.8076, 2252694.4803)",Gimnasio Guayacanes,Gimnasio Guayacanes,922,Cobertura Contratada,No Oficial,CL 77BB 82 69,239 69 43,Activo,2024,4713683.8076,2252694.4803,Cobertura Contratada-Principal,305001007861,30500100786101,305001007861,-75.58865423,6.28052715,07150770001,07,Robledo,0715,Villa Flora
496,"(4717989.9886, 2244346.261900002)",Colegio Nuestra Señora De La Providencia,Colegio Nuestra Señora De La Providencia,932,No Oficial,No Oficial,CL 9 A 10 170,480 58 60 - 3148302477,Activo,2024,4717989.9886,2244346.2619,No Oficial-Principal,305001007969,30500100796901,305001007969,-75.54938216,6.20524332,14080010001,14,El Poblado,1408,Altos del Poblado
497,"(4713994.383, 2252381.957800001)",Centro Educativo Campestre Colombo Italiano,Centro Educativo Campestre Colombo Italiano,923,No Oficial,No Oficial,CR 74 D 75 201,"4215709 -557 82 95
 - 3052525841",Activo,2024,4713994.383,2252381.9578,No Oficial-Principal,305001008141,30500100814101,305001008141,-75.58583424,6.27771565,07060060012,07,Robledo,0706,La Pilarica
498,"(4718552.295900001, 2247785.000800004)",Institucion Educativa Guadalupano La Salle,Institucion Educativa Guadalupano La Salle,925,No Oficial,No Oficial,CL 49 17 B 21,2261195 - 2228832,Activo,2024,4718552.2959,2247785.0008,No Oficial-Principal,305001009848,30500100984801,305001009848,-75.54445188,6.23635702,09040830010,09,Buenos Aires,0904,Los Cerros El Vergel
499,"(4716319.450100001, 2251374.752600003)",Colegio Adventista Simon Bolivar,Colegio Adventista Simon Bolivar,917,No Oficial,No Oficial,CR 51 D 71 105,2339853,Activo,2024,4716319.4501,2251374.7526,No Oficial-Principal,305001010358,30500101035801,305001010358,-75.56478266,6.26871317,04070290009,04,Aranjuez,0407,Sevilla
500,"(4715352.605199999, 2245049.0677000005)",Centro Preescolar Eugenia Ravasco,Centro Preescolar Eugenia Ravasco,932,No Oficial,No Oficial,CL 10 43DD 41,2663128,Activo,2024,4715352.6052,2245049.0677,No Oficial-Principal,305001010935,30500101093501,305001010935,-75.57323883,6.21148188,14200170005,14,El Poblado,1420,Astorga
501,"(4712994.274, 2249763.5857000016)",Kinder Pinocho,Kinder Pinocho,929,No Oficial,No Oficial,CL 45 F 77 28,4131630,Activo,2024,4712994.274,2249763.5857,No Oficial-Principal,305001010986,30500101098601,305001010986,-75.59475313,6.25399949,11120210003,11,Laureles Estadio,1112,El Velódromo
502,"(4714110.858300001, 2252751.182099998)",Colegio Santa Bertilla Boscardin,Colegio Santa Bertilla Boscardin,922,No Oficial,No Oficial,CL 78 B 75 181,2345057,Activo,2024,4714110.8583,2252751.1821,No Oficial-Principal,305001011516,30500101151601,305001011516,-75.58479836,6.28105885,07070020019,07,Robledo,0707,Bosques de San Pablo
503,"(4712261.453500001, 2247317.8905000016)",Jardin Infantil Mi Mundo Maravilloso,Jardin Infantil Mi Mundo Maravilloso,934,No Oficial,No Oficial,CL 30 80 57,2384217,Activo,2024,4712261.4535,2247317.8905,No Oficial-Principal,305001011575,30500101157501,305001011575,-75.6012646,6.2318565,16030150021,16,Belén,1603,Belén
504,"(4716113.3621000005, 2241704.2609)",Colegio San Lucas,Colegio San Lucas,932,No Oficial,No Oficial,CL 20 SUR 25 B 91,3171269,Activo,2024,4716113.3621,2241704.2609,No Oficial-Principal,305001011583,30500101158301,305001011583,-75.56622003,6.18127575,14120070011,14,El Poblado,1412,San Lucas
505,"(4713274.6854, 2252414.898400001)",Instituto Ferrini - Sede Robledo,Instituto Ferrini - Sede Robledo,923,Cobertura Contratada,No Oficial,CL 76 80 431,6044913526,Activo,2024,4713274.6854,2252414.8984,Cobertura Contratada-Principal,305001011761,30500101176101,305001011761,-75.59233813,6.27798128,07160010037,07,Robledo,0716,Palenque
506,"(4717622.308700002, 2252438.8246)",Instituto Vicarial Jesus Maestro,Instituto Vicarial Jesus Maestro,916,No Oficial,No Oficial,CR 45   85 154,2337127 - 3113689058 -3108372064,Activo,2024,4717622.3087,2252438.8246,No Oficial-Principal,305001011770,30500101177001,305001011770,-75.55305819,6.27839072,03020350025,03,Manrique,0302,Las Granjas
507,"(4715477.825300001, 2243186.6218)",Centro Educativo Infantil Piolin,Centro Educativo Infantil Piolin,932,No Oficial,No Oficial,Calle 9 sur #35-180 int 1,4444729,Activo,2024,4715477.8253,2243186.6218,No Oficial-Principal,305001011869,30500101186901,305001011869,-75.57202594,6.19464957,14150150003,14,El Poblado,1415,Los Balsos No.2
508,"(4716466.5731999995, 2255835.242800001)",Escuela Jose Gregorio Hernandez,Escuela Jose Gregorio Hernandez,919,No Oficial,No Oficial,CR 65 113 120,4626363,Activo,2024,4716466.5732,2255835.2428,No Oficial-Principal,305001011877,30500101187701,305001011877,-75.56365107,6.30904576,05020120003,05,Castilla,0502,Las Brisas
509,"(4712723.2069, 2247833.2293000016)",Jardin Infantil Los Santos Angeles,Jardin Infantil Los Santos Angeles,934,No Oficial,No Oficial,CL 32 D 76 51,2500480,Activo,2024,4712723.2069,2247833.2293,No Oficial-Principal,305001011893,30500101189301,305001011893,-75.59711602,6.236536,16200120026,16,Belén,1620,El Nogal-Los Almendros
510,"(4716850.163700001, 2244543.247899998)",Jardin Infantil La Arboleda ,Jardin Infantil La Arboleda ,932,No Oficial,No Oficial,CR 30 A 8 60,3114910,Activo,2024,4716850.1637,2244543.2479,No Oficial-Principal,305001012067,30500101206701,305001012067,-75.55968786,6.20697454,14170200019,14,El Poblado,1417,La Florida
511,"(4718275.370000001, 2252951.5743000004)",Centro Educativo Mi Dulce Hogar,Centro Educativo Mi Dulce Hogar,916,Cobertura Contratada,No Oficial,CL 92 36 C 54,2631648,Activo,2024,4718275.37,2252951.5743,Cobertura Contratada-Principal,305001012156,30500101215601,305001012156,-75.54718019,6.28305517,03010170015,03,Manrique,0301,La Salle
512,"(4712542.146300001, 2250000.1369999982)",Centro Infantil Notas Y Colores,Centro Infantil Notas Y Colores,930,No Oficial,No Oficial,CL 46 80 39,3228454,Activo,2024,4712542.1463,2250000.137,No Oficial-Principal,305001012661,30500101266101,305001012661,-75.59884843,6.25611784,12050100014,12,La América,1205,La Floresta
513,"(4715022.825500001, 2252711.964399999)",Colegio Vid Obra De La Congregacion Mariana,Colegio Vid Obra De La Congregacion Mariana,922,No Oficial,No Oficial,CL 81 71 06,3223550 Ext. 5504,Activo,2024,4715022.8255,2252711.9644,No Oficial-Principal,305001012857,30500101285701,305001012857,-75.57655695,6.28074495,07090090002,07,Robledo,0709,Córdoba
514,"(4717186.419200001, 2242001.9958000015)",Colegio Campestre Manzanares,Colegio Campestre Manzanares,932,No Oficial,No Oficial,CR 16 12 SUR 28,4441347,Activo,2024,4717186.4192,2242001.9958,No Oficial-Principal,305001013195,30500101319501,305001013195,-75.55653953,6.18401425,90770010084,90,Santa Elena,9001,Las Palmas
515,"(4712596.1994, 2248784.5249000005)",La Casa De Los Colores Preescolar Y Centro De Formacion Artistica,La Casa De Los Colores Preescolar Y Centro De Formacion Artistica,929,No Oficial,No Oficial,CL 38 76 09,4120043,Activo,2024,4712596.1994,2248784.5249,No Oficial-Principal,305001013675,30500101367501,305001013675,-75.59830582,6.24513052,11080500017,11,Laureles Estadio,1108,Laureles
516,"(4717953.345500002, 2248094.671100002)",Colegio Alfred Binet,Colegio Alfred Binet,925,No Oficial,No Oficial,CL 49 26 31,2697920,Activo,2024,4717953.3455,2248094.6711,No Oficial-Principal,305001013691,30500101369101,305001013691,-75.54987665,6.23913053,09080360008,09,Buenos Aires,0908,Miraflores
517,"(4712820.905100001, 2246503.8819000013)",Colegio Pestalozzi,Colegio Pestalozzi,935,No Oficial,No Oficial,CR 75 20 40,2381860,Activo,2024,4712820.9051,2246503.8819,No Oficial-Principal,305001013730,30500101373001,305001013730,-75.5961743,6.22452236,16050240016,16,Belén,1605,San Bernardo
518,"(4712536.4333, 2248454.8001000006)",Jardin Infantil Pelusa,Jardin Infantil Pelusa,929,No Oficial,No Oficial,CR 78 A 34 A 44,2508663,Activo,2024,4712536.4333,2248454.8001,No Oficial-Principal,305001013799,30500101379901,305001013799,-75.59883106,6.24214698,11090240006,11,Laureles Estadio,1109,Las Acacias
519,"(4710543.764, 2249941.0468000006)",Centro Infantil Mi Mundo Soñado,Centro Infantil Mi Mundo Soñado,931,No Oficial,No Oficial,CL 41 101 66,2530703,Activo,2024,4710543.764,2249941.0468,No Oficial-Principal,305001014043,30500101404301,305001014043,-75.61689999,6.25549397,13090110007,13,San Javier,1309,San Javier No.1
520,"(4711046.946200001, 2249547.1975999996)",Jardin Infantil Vida Nueva,Jardin Infantil Vida Nueva,930,No Oficial,No Oficial,KR 93 B 38 C 24,3885034,Activo,2024,4711046.9462,2249547.1976,No Oficial-Principal,305001014086,30500101408601,305001014086,-75.61233638,6.25195606,12080090005,12,La América,1208,Campo Alegre
521,"(4716277.6848, 2243818.3186000045)",Guarderia Preescolar Cascanueces,Guarderia Preescolar Cascanueces,932,No Oficial,No Oficial,CL 1 BSUR 32 51,2689594,Activo,2024,4716277.6848,2243818.3186,No Oficial-Principal,305001014205,30500101420501,305001014205,-75.56482788,6.20039559,14160150052,14,El Poblado,1416,Alejandría
522,"(4713372.364800001, 2248718.8314000014)",Genios Preescolar Ltda.,Genios Preescolar Ltda.,929,No Oficial,No Oficial,CQ 2 72 49,412 37 15 - 413 29 80,Activo,2024,4713372.3648,2248718.8314,No Oficial-Principal,305001014213,30500101421301,305001014213,-75.59129077,6.24457121,11070040006,11,Laureles Estadio,1107,Bolivariana
523,"(4715572.901, 2254168.2731999997)",Colegio Parroquial San Judas Tadeo,Colegio Parroquial San Judas Tadeo,920,No Oficial,No Oficial,CL 98 68 51,4717175 - 3135523918,Activo,2024,4715572.901,2254168.2732,No Oficial-Principal,305001014248,30500101424801,305001014248,-75.5716517,6.29393542,05110530005,05,Castilla,0511,Castilla
524,"(4715560.318900002, 2253855.8164000027)",Colegio Bautista De Castilla,Colegio Bautista De Castilla,920,No Oficial,No Oficial,CL 96 67 40,2375463,Activo,2024,4715560.3189,2253855.8164,No Oficial-Principal,305001014256,30500101425601,305001014256,-75.57175148,6.29111004,05110390005,05,Castilla,0511,Castilla
525,"(4713411.685600001, 2248689.0395)",Colegio Hispano,Colegio Hispano,929,No Oficial,No Oficial,CIR 1 # 72 20,2502061,Activo,2024,4713411.6856,2248689.0395,No Oficial-Principal,305001014264,30500101426401,305001014264,-75.59093421,6.24430363,11070040002,11,Laureles Estadio,1107,Bolivariana
526,"(4713410.003800001, 2247586.8466999996)",Jardin Infantil Chiquilandia ,Jardin Infantil Chiquilandia ,934,No Oficial,No Oficial,KR 69 C 31 A 30,2357667,Activo,2024,4713410.0038,2247586.8467,No Oficial-Principal,305001014604,30500101460401,305001014604,-75.59090043,6.23433912,16020190005,16,Belén,1602,Rosales
527,"(4713321.688600002, 2249374.5058999993)",Jardin Infantil Mi Magico Mundo,Jardin Infantil Mi Magico Mundo,929,No Oficial,No Oficial,CL 44 A 72 64,4120028,Activo,2024,4713321.6886,2249374.5059,No Oficial-Principal,305001014647,30500101464701,305001014647,-75.59177778,6.25049661,11170080006,11,Laureles Estadio,1117,Florida Nueva
528,"(4712559.2453000005, 2247521.728099998)",Jardin Infantil Preescolar Mundo De Juguete,Jardin Infantil Preescolar Mundo De Juguete,934,No Oficial,No Oficial,CL 32 78 34,2380791,Activo,2024,4712559.2453,2247521.7281,No Oficial-Principal,305001014663,30500101466301,305001014663,-75.5985834,6.23371257,16190030002,16,Belén,1619,Miravalle
529,"(4713118.726200001, 2247410.7194000017)",Preescolar Colorines Ltda.,Preescolar Colorines Ltda.,934,No Oficial,No Oficial,CR 73 30 A 44,2350819,Activo,2024,4713118.7262,2247410.7194,No Oficial-Principal,305001014957,30500101495701,305001014957,-75.59352405,6.23273389,16020060009,16,Belén,1602,Rosales
530,"(4713590.025100002, 2244898.2367000002)",Centro Educativo Mundo De Colores,Centro Educativo Mundo De Colores,933,No Oficial,No Oficial,CL 1 B 65 107,2558550,Activo,2024,4713590.0251,2244898.2367,No Oficial-Principal,305001015589,30500101558901,305001015589,-75.58915504,6.21004056,15090800016,15,Guayabal,1509,Cristo Rey
531,"(4713057.024400001, 2249546.003100002)",Preescolar Mickey Mouse,Preescolar Mickey Mouse,929,No Oficial,No Oficial,CR 76 45 C 86,4137180,Activo,2024,4713057.0244,2249546.0031,No Oficial-Principal,305001015627,30500101562701,305001015627,-75.59417651,6.25203524,11120140012,11,Laureles Estadio,1112,El Velódromo
532,"(4715585.892399999, 2254902.5243000016)",Centro Educativo Sagrado Corazon ,Centro Educativo Sagrado Corazon ,921,No Oficial,No Oficial,CL 103 D 72 4,5044040,Activo,2024,4715585.8924,2254902.5243,No Oficial-Principal,305001015708,30500101570801,305001015708,-75.571567,6.30057412,06040660001,06,Doce de Octubre,0604,Pedregal
533,"(4716070.624699999, 2254816.8988000005)",Colegio Parroquial Nuestra Señora Del Buen Consejo,Colegio Parroquial Nuestra Señora Del Buen Consejo,919,No Oficial,No Oficial,CL 103 EE 65 63,4757650 -3218152330 - 3218152333 - 3046304210,Activo,2024,4716070.6247,2254816.8988,No Oficial-Principal,305001015716,30500101571601,305001015716,-75.56718341,6.29982159,05090430002,05,Castilla,0509,Girardot
534,"(4714967.696100001, 2254236.918200001)",Centro Educativo Integral El Pacto,Centro Educativo Integral El Pacto,921,No Oficial,No Oficial,CR 74 97 33,4721684,Activo,2024,4714967.6961,2254236.9182,No Oficial-Principal,305001015775,30500101577501,305001015775,-75.57712297,6.29452905,06050390049,06,Doce de Octubre,0605,La Esperanza
535,"(4712898.678900002, 2253002.9595999997)",Colegio Madrid Campestre,Colegio Madrid Campestre,923,No Oficial,No Oficial,CL 76 89 C 66,421 88 97-3234635086,Activo,2024,4712898.6789,2253002.9596,No Oficial-Principal,305001016003,30500101600301,305001016003,-75.59576166,6.28328081,07130010085,07,Robledo,0713,Aures No.1
536,"(4714235.008800001, 2244176.9805999994)",Centro Educativo Ingenios,Centro Educativo Ingenios,933,No Oficial,No Oficial,CL 5 SUR 50 EE 18,2552707,Activo,2024,4714235.0088,2244176.9806,No Oficial-Principal,305001016054,30500101605401,305001016054,-75.58329661,6.20354845,15090210019,15,Guayabal,1509,Cristo Rey
537,"(4711904.0035000015, 2250242.2306000013)",Centro Infantil Nubecitas,Centro Infantil Nubecitas,930,No Oficial,No Oficial,CR 88 47 23,2644241,Activo,2024,4711904.0035,2250242.2306,No Oficial-Principal,305001016071,30500101607101,305001016071,-75.60462455,6.25827791,12060300022,12,La América,1206,Santa Lucía
538,"(4715774.4706, 2254838.8808000013)",Centro Educativo Autonomo,Centro Educativo Autonomo,919,No Oficial,No Oficial,CL 104 68 A 77,2375822,Activo,2024,4715774.4706,2254838.8808,No Oficial-Principal,305001016089,30500101608901,305001016089,-75.56986028,6.30000714,05090390009,05,Castilla,0509,Girardot
539,"(4717691.5762, 2241910.1197999995)",Colegio Euskadi                    ,Colegio Euskadi                    ,932,No Oficial,No Oficial,CR 10 N° 16A SUR 3,3360305,Activo,2024,4717691.5762,2241910.1198,No Oficial-Principal,305001016101,30500101610101,305001016101,-75.55197217,6.18320556,90770010078,90,Santa Elena,9001,Las Palmas
540,"(4719248.832000002, 2247233.1153999995)",Escuela Popular Eucaristica Arzobispo Tulio Botero Salazar,Escuela Popular Eucaristica Arzobispo Tulio Botero Salazar,925,No Oficial,No Oficial,CR 9 B 49 B 05,2692225,Activo,2024,4719248.832,2247233.1154,No Oficial-Principal,305001016127,30500101612701,305001016127,-75.53813499,6.23139783,09020130048,09,Buenos Aires,0902,Barrios de Jesús
541,"(4716056.24, 2254846.5500000007)",Jardin Infantil Super Amigos,Jardin Infantil Super Amigos,919,No Oficial,No Oficial,CL 103 EE 65 90,4715612,Activo,2024,4716056.24,2254846.55,No Oficial-Principal,305001016224,30500101622401,305001016224,-75.5673147,6.30008902,05090440010,05,Castilla,0509,Girardot
542,"(4715830.409799999, 2242931.588600002)",Centro Educativo Infantil Los Ositos,Centro Educativo Infantil Los Ositos,932,No Oficial,No Oficial,CL 9 SUR 32 150,321 00 00,Activo,2024,4715830.4098,2242931.5886,No Oficial-Principal,305001016259,30500101625901,305001016259,-75.56882967,6.19235933,14150100001,14,El Poblado,1415,Los Balsos No.2
543,"(4714003.229300001, 2252954.349700002)",Colegio Guillermo Taborda Restrepo,Colegio Guillermo Taborda Restrepo,922,No Oficial,No Oficial,CL 79 A 82 A 11,4034150,Activo,2024,4714003.2293,2252954.3497,No Oficial-Principal,305001016275,30500101627501,305001016275,-75.58577986,6.2828908,07110170005,07,Robledo,0711,El Diamante
