OBJECTID,Shape,nombre_establecimiento,sede_educativa,nucleo,servicio,sector,direccion,telefono,estado,vigencia,x_origen_nacional,y_origen_nacional,clasificacion,codigo_dane,cons_sede,dane_sede,longitud,latitud,cbml,codigo_comuna,nombre_comuna,codigo_barrio,nombre_barrio 
407,"(4707654.862600001, 2241808.6181000024)",Institucion Educativa Compartir,Institucion Educativa Compartir,937,Oficial,Oficial,CR 62 Nro 42 D Sur 26 ,2865591,Activo,2024,4707654.8626,2241808.6181,Oficial-Principal,205001026624,20500102662401,205001026624,-75.64263171,6.18184464,80002330025,80,San Antonio de Prado,AUC2,San Antonio de Prado
408,"(4707821.2883, 2241381.715599999)",Institucion Educativa Corvide,Institucion Educativa Corvide,937,Oficial,Oficial,CR 60D # 48 SUR 25,300 418 44 13,Activo,2024,4707821.2883,2241381.7156,Oficial-Principal,205001026632,20500102663201,205001026632,-75.64110925,6.17799283,80003520008,80,San Antonio de Prado,AUC2,San Antonio de Prado
409,"(4707097.1628, 2242350.397399999)",Institucion Educativa Pradito,Institucion Educativa Pradito,937,Oficial,Oficial,CL 38 A SUR 66 A 137,604 2862832,Activo,2024,4707097.1628,2242350.3974,Oficial-Principal,205001026641,20500102664101,205001026641,-75.64769372,6.18671732,80001430065,80,San Antonio de Prado,AUC2,San Antonio de Prado
410,"(4716634.488300001, 2252255.4196000006)",Institucion Educativa Alvernia ,Institucion Educativa Alvernia ,917,Oficial,Oficial,CL 82 C 50 C 126,"3122162462 - 3243008297
",Activo,2024,4716634.4883,2252255.4196,Oficial-Principal,305001004854,30500100485401,305001004854,-75.5619752,6.27668898,04150210002,04,Aranjuez,0415,Miranda
411,"(4715167.3877, 2255129.082200002)",Institucion Educativa Santa Juana De Lestonac,Institucion Educativa Santa Juana De Lestonac,921,Confesiones Religiosas,Oficial,CR 76 A 103 C 43,4711144,Activo,2024,4715167.3877,2255129.0822,Confesiones Religiosas-Principal,305001007594,30500100759401,305001007594,-75.57535847,6.30260369,06031320002,06,Doce de Octubre,0603,Doce de Octubre No.2
412,"(4718802.617800001, 2254108.3758000005)",Institucion Educativa La Candelaria,Institucion Educativa La Candelaria,914,Oficial,Oficial,CL 106 32 100,3004145093 - 3004157611,Activo,2024,4718802.6178,2254108.3758,Oficial-Principal,305001015287,30500101528701,305001015287,-75.54246717,6.29353686,01010060021,01,Popular,0101,Santo Domingo Savio No.1
413,"(4718946.3177, 2253850.350200001)",Institucion Educativa La Candelaria,Seccion Escuela La Esperanza No.2,914,Oficial,Oficial,CR 29 102 20,3004145093 - 3004157611,Activo,2024,4718946.3177,2253850.3502,Oficial-Sede,105001011703,30500101528702,305001015287,-75.54115742,6.2912104,01100130001,01,Popular,0110,La Esperanza No.2
414,"(4715775.8331, 2254176.449000001)",Institucion Educativa Maestro Arenas Betancur,Institucion Educativa Maestro Arenas Betancur,920,Oficial,Oficial,CL 98A 65-120," 6042676475, 6042677287,3024138783",Activo,2024,4715775.8331,2254176.449,Oficial-Principal,305001015686,30500101568601,305001015686,-75.5698185,6.29401837,05090010001,05,Castilla,0509,Girardot
415,"(4715906.1429, 2254363.0869999994)",Institucion Educativa Maestro Arenas Betancur,Seccion Escuela Imperio Del Japon,920,Oficial,Oficial,CL 101  65 125,2677287,Activo,2024,4715906.1429,2254363.087,Oficial-Sede,105001000191,30500101568602,305001015686,-75.5686494,6.2957115,05090010001,05,Castilla,0509,Girardot
416,"(4715852.318199999, 2254389.4693)",Institucion Educativa Maestro Arenas Betancur,Seccion Escuela Municipal Castilla,920,Oficial,Oficial,CL 100A  66-54,2676475,Activo,2024,4715852.3182,2254389.4693,Oficial-Sede,105001018821,30500101568603,305001015686,-75.5691369,6.29594762,05090010001,05,Castilla,0509,Girardot
417,"(4714519.7115, 2255537.344800003)",Institucion Educativa El Triunfo Santa Teresa,Institucion Educativa El Triunfo Santa Teresa,921,Oficial,Oficial,CL 104 D 82 GG 20,471 50 17,Activo,2024,4714519.7115,2255537.3448,Oficial-Principal,305001016542,30500101654201,305001016542,-75.58122877,6.30626568,06029990179,06,Doce de Octubre,0602,Doce de Octubre No.1
418,"(4714135.986699999, 2255554.6417000014)",Institucion Educativa El Triunfo Santa Teresa,Seccion Escuela El Triunfo,921,Oficial,Oficial,CL 103 A 86 35,4776954,Activo,2024,4714135.9867,2255554.6417,Oficial-Sede,305001020191,30500101654202,305001016542,-75.58469668,6.30640486,06120070026,06,Doce de Octubre,0612,El Triunfo
419,"(4716165.579900001, 2252507.3340000026)",Institucion Educativa Fe Y Alegria Luis Amigo,Institucion Educativa Fe Y Alegria Luis Amigo,918,Oficial,Oficial,CR 58 84 40,3004180326,Activo,2024,4716165.5799,2252507.334,Oficial-Principal,305001018022,30500101802201,305001018022,-75.56622298,6.27894571,04050840009,04,Aranjuez,0405,Moravia
420,"(4717878.026800001, 2247532.9177)",Institucion Educativa Madre Laura,Institucion Educativa Madre Laura,926,Confesiones Religiosas,Oficial,CL 45 22 A 81,2690627,Activo,2024,4717878.0268,2247532.9177,Confesiones Religiosas-Principal,305001018839,30500101883901,305001018839,-75.55053256,6.23404851,09090480042,09,Buenos Aires,0909,Cataluña
421,"(4719857.8376, 2247064.2446000017)",Institucion Educativa Arzobispo Tulio Botero Salazar,Institucion Educativa Arzobispo Tulio Botero Salazar,925,Oficial,Oficial,CL 49 A 03 A 006,2267300,Activo,2024,4719857.8376,2247064.2446,Oficial-Principal,305001019690,30500101969001,305001019690,-75.5326256,6.22989753,09020230002,09,Buenos Aires,0902,Barrios de Jesús
422,"(4719769.359800001, 2247284.6810000017)",Institucion Educativa Arzobispo Tulio Botero Salazar,Seccion Escuela Las Estancias,925,Oficial,Oficial,CL 52 4 38,2261590,Activo,2024,4719769.3598,2247284.681,Oficial-Sede,105001007901,30500101969002,305001019690,-75.53343451,6.23188665,08158880001,08,Villa Hermosa,0815,Las Estancias
423,"(4711373.2038, 2252007.1843)",Institucion Educativa Barrio Olaya Herrera,Institucion Educativa Barrio Olaya Herrera,923,Oficial,Oficial,CR 101 C 58 44,3004939676,Activo,2024,4711373.2038,2252007.1843,Oficial-Principal,305001022232,30500102223201,305001022232,-75.60949936,6.27420999,07220420001,07,Robledo,0722,Olaya Herrera
424,"(4716053.225200002, 2252611.1099999994)",Institucion Educativa El Bosque,Institucion Educativa El Bosque,918,Oficial,Oficial,CR 58 85 B 81,5160365,Activo,2024,4716053.2252,2252611.11,Oficial-Principal,305001022640,30500102264001,305001022640,-75.56724272,6.27987894,04050910003,04,Aranjuez,0405,Moravia
425,"(4716647.603800002, 2252984.656200001)",Cosmo Schools - Sede Aranjuez,Cosmo Schools - Sede Aranjuez,918,No Oficial,No Oficial,CR 51 B 91 95,5212929,Activo,2024,4716647.6038,2252984.6562,No Oficial-Principal,105001000094,10500100009401,105001000094,-75.56188895,6.2832824,04130400008,04,Aranjuez,0413,Aranjuez
426,"(4718862.133, 2253588.1281000003)",Colegio Sagrada Familia Aldea Pablo Vi,Colegio Sagrada Familia Aldea Pablo Vi,914,Cobertura Contratada,No Oficial,CR 30 100 B 30,5290009,Activo,2024,4718862.133,2253588.1281,Cobertura Contratada-Principal,105001007919,10500100791901,105001007919,-75.54190655,6.28883598,01090100002,01,Popular,0109,Aldea Pablo VI
427,"(4715613.372400001, 2253580.341600001)",Centro Educacional Don Bosco,Centro Educacional Don Bosco,920,No Oficial,No Oficial,CR 66 94 42,2374007/2373726,Activo,2024,4715613.3724,2253580.3416,No Oficial-Principal,105001010928,10500101092801,105001010928,-75.57125988,6.28862193,05110010096,05,Castilla,0511,Castilla
428,"(4716114.411900002, 2243979.673300002)",Preescolar El Arca,Preescolar El Arca,932,No Oficial,No Oficial,CR 35 1 52,3111461,Activo,2024,4716114.4119,2243979.6733,No Oficial-Principal,105001020591,10500102059101,105001020591,-75.56630991,6.20184721,14170020003,14,El Poblado,1417,La Florida
429,"(4717813.219300001, 2250167.204400003)",Centro Educativo Carrusel De La Alegria,Centro Educativo Carrusel De La Alegria,924,No Oficial,No Oficial, CL 66 39 25, 3003711786 y 3012302313,Activo,2024,4717813.2193,2250167.2044,No Oficial-Principal,105001020605,10500102060501,105001020605,-75.55123343,6.25786182,08010190023,08,Villa Hermosa,0801,Villa Hermosa
430,"(4716338.565100002, 2249947.364000002)",Colegio Vida Y Paz Sede Centro,Colegio Vida Y Paz Sede Centro,927,No Oficial,No Oficial,CR 50 57 69,5124440,Activo,2024,4716338.5651,2249947.364,No Oficial-Principal,105001024571,10500102457101,105001024571,-75.56454695,6.25580938,10180240011,10,La Candelaria,1018,Villa Nueva
431,"(4718059.1241000015, 2247841.4277999997)",Centro Educativo Sagrado Niño,Centro Educativo Sagrado Niño,925,No Oficial,No Oficial,CR 22 47 12,2692781,Activo,2024,4718059.1241,2247841.4278,No Oficial-Principal,305001000000,30500100000001,305001000000,-75.54890992,6.23684562,09080210002,09,Buenos Aires,0908,Miraflores
432,"(4717469.3456, 2251698.818499999)",Cosmo Schools - Sede Manrique,Cosmo Schools - Sede Manrique,917,No Oficial,No Oficial,CR 45 78 61,2116006,Activo,2024,4717469.3456,2251698.8185,No Oficial-Principal,305001000034,30500100003401,305001000034,-75.55440764,6.27169373,04100090032,04,Aranjuez,0410,Campo Valdés No.1
433,"(4718258.210900001, 2242569.0889000017)",El Nuevo Colegio The New School,El Nuevo Colegio The New School,932,No Oficial,No Oficial,KR 9 11 SUR 338,5207270,Activo,2024,4718258.2109,2242569.0889,No Oficial-Principal,305001000077,30500100007701,305001000077,-75.54688196,6.18918779,90040000911,90,Santa Elena,9001,Las Palmas
434,"(4716755.899699999, 2249968.614)",Institucion Educativa Prados Verdes,Institucion Educativa Prados Verdes,927,No Oficial,No Oficial,CR 46 60 09,2542753,Activo,2024,4716755.8997,2249968.614,No Oficial-Principal,305001000093,30500100009301,305001000093,-75.56077737,6.2560199,10010140001,10,La Candelaria,1001,Prado
435,"(4712383.195000001, 2251013.8939999994)",Preescolar Hormiguitas Laboriosas - Sede Calasanz,Preescolar Hormiguitas Laboriosas - Sede Calasanz,930,No Oficial,No Oficial,CR 82 A 50 A 38,2643767,Activo,2024,4712383.195,2251013.894,No Oficial-Principal,305001000174,30500100017401,305001000174,-75.60032983,6.26527557,12130050009,12,La América,1213,Calasanz Parte Alta
436,"(4713354.5718, 2243464.1942999996)",Centro Infantil Casita De Ilusiones,Centro Infantil Casita De Ilusiones,933,No Oficial,No Oficial,CL 12B SUR 52 A 46 40,2550436,Activo,2024,4713354.5718,2243464.1943,No Oficial-Principal,305001000212,30500100021201,305001000212,-75.59121871,6.19706559,15110700014,15,Guayabal,1511,La Colina
437,"(4716557.2273, 2252774.9015000015)",Colegio De Maria,Colegio De Maria,918,No Oficial,No Oficial,CR 51 B 89 01,213 57 26  ,Activo,2024,4716557.2273,2252774.9015,No Oficial-Principal,305001000450,30500100045001,305001000450,-75.56269624,6.28138206,04130240002,04,Aranjuez,0413,Aranjuez
438,"(4716350.073, 2249017.940899998)",Colegio Compuestudio,Colegio Compuestudio,928,No Oficial,No Oficial,CR 45 49 60,5121666,Activo,2024,4716350.073,2249017.9409,No Oficial-Principal,305001000611,30500100061101,305001000611,-75.56440202,6.24740722,10190270010,10,La Candelaria,1019,La Candelaria
439,"(4713406.883999999, 2250935.073300002)",Colegio Calasanz Campestre Escolapias,Colegio Calasanz Campestre Escolapias,929,No Oficial,No Oficial,CL 53 76 A 130,2961250,Activo,2024,4713406.884,2250935.0733,No Oficial-Principal,305001003491,30500100349101,305001003491,-75.59107763,6.26460878,11140190008,11,Laureles Estadio,1114,Los Colores
440,"(4711891.2453000005, 2248491.935900001)",Colegio Santa Clara De Asis,Colegio Santa Clara De Asis,930,No Oficial,No Oficial,CL 34 B 82 34,322 45 83 - 3148219125,Activo,2024,4711891.2453,2248491.9359,No Oficial-Principal,305001003505,30500100350501,305001003505,-75.60466149,6.24245389,11100400001,11,Laureles Estadio,1110,La Castellana
441,"(4711491.721300001, 2248265.1692000013)",Colegio Adventista Icolven,Colegio Adventista Icolven,930,No Oficial,No Oficial,CR 84 33,2509648,Activo,2024,4711491.7213,2248265.1692,No Oficial-Principal,305001003513,30500100351301,305001003513,-75.60826073,6.24038594,11100210005,11,Laureles Estadio,1110,La Castellana
442,"(4718285.692699999, 2244207.0437000003)",Colegio San Jose De La Salle,Colegio San Jose De La Salle,932,No Oficial,No Oficial,CL 9 10 37,3220022-4030125-4030124,Activo,2024,4718285.6927,2244207.0437,No Oficial-Principal,305001003599,30500100359901,305001003599,-75.54670473,6.20399753,90040000785,90,Santa Elena,9001,Las Palmas
443,"(4717251.431300001, 2251255.5528999995)",Instituto Pedagogico Claret,Instituto Pedagogico Claret,917,No Oficial,No Oficial,CR 46 72 43,2631824,Activo,2024,4717251.4313,2251255.5529,No Oficial-Principal,305001003629,30500100362901,305001003629,-75.55635698,6.26767666,04090280038,04,Aranjuez,0409,Manrique Central No.1
444,"(4712463.9454, 2247347.6796000022)",Liceo San Rafael,Liceo San Rafael,934,No Oficial,No Oficial,CL 30 A 79 12,296 07 80 - 3017012585,Activo,2024,4712463.9454,2247347.6796,No Oficial-Principal,305001003696,30500100369601,305001003696,-75.5994366,6.23213484,16030240016,16,Belén,1603,Belén
445,"(4712427.2822, 2246362.489500001)",Instituto San Carlos,Instituto San Carlos,935,No Oficial,No Oficial,DG 79 15 123,3423400,Activo,2024,4712427.2822,2246362.4895,No Oficial-Principal,305001003734,30500100373401,305001003734,-75.59972398,6.2232266,16120260035,16,Belén,1612,La Gloria
446,"(4717184.945300001, 2244261.207100002)",Colegio Marymount,Colegio Marymount,932,No Oficial,No Oficial,CL 7 25 64,4310166,Activo,2024,4717184.9453,2244261.2071,No Oficial-Principal,305001003769,30500100376901,305001003769,-75.55665117,6.20443928,14090070036,14,El Poblado,1409,El Tesoro
447,"(4716656.437000001, 2248771.243400002)",Colegio Militar General Jose Maria Cordoba,Colegio Militar General Jose Maria Cordoba,928,No Oficial,No Oficial,CL 49 40 63,2177348,Activo,2024,4716656.437,2248771.2434,No Oficial-Principal,305001003785,30500100378501,305001003785,-75.5616233,6.24519038,10150180032,10,La Candelaria,1015,Bomboná No.1
448,"(4711323.781600001, 2247785.6827000007)",Instituto Salesiano Pedro Justo Berrio,Instituto Salesiano Pedro Justo Berrio,934,No Oficial,No Oficial,CR 87 A 32 A 101,4481605 / 3117469499,Activo,2024,4711323.7816,2247785.6827,No Oficial-Principal,305001003793,30500100379301,305001003793,-75.60975646,6.23604366,16170220095,16,Belén,1617,Las Mercedes
449,"(4716455.951800001, 2248478.906299999)",Instituto Antioquia Y Cia Ltda,Instituto Antioquia Y Cia Ltda,928,No Oficial,No Oficial,CL 46 41 13,2162174,Activo,2024,4716455.9518,2248478.9063,No Oficial-Principal,305001003904,30500100390401,305001003904,-75.56342173,6.24253861,10150020013,10,La Candelaria,1015,Bomboná No.1
450,"(4707871.180600001, 2247710.5544000044)",Centro Educacional Conquistadores,Centro Educacional Conquistadores,934,No Oficial,No Oficial,CL 36 66 A 07,3413765,Activo,2024,4707871.1806,2247710.5544,No Oficial-Principal,305001003947,30500100394701,305001003947,-75.64094367,6.23520903,70020000115,70,Altavista,7002,Aguas Frías
451,"(4713108.955799999, 2249897.425899999)",Colegio Jesus Maria,Colegio Jesus Maria,929,No Oficial,No Oficial,CL 47 D 77 31,4099800,Activo,2024,4713108.9558,2249897.4259,No Oficial-Principal,305001003955,30500100395501,305001003955,-75.59372301,6.2552146,11120270001,11,Laureles Estadio,1112,El Velódromo
452,"(4711745.9225, 2249181.3342000023)",Liceo Salazar Y Herrera,Liceo Salazar Y Herrera,930,No Oficial,No Oficial,CL 42 C 86 17,4600707,Activo,2024,4711745.9225,2249181.3342,No Oficial-Principal,305001003963,30500100396301,305001003963,-75.60600521,6.24867985,12110240060,12,La América,1210,Barrio Cristóbal
453,"(4710935.353499999, 2247635.6556)",Jard Inf Las Violetas - Carla Cristina,Jard Inf Las Violetas - Carla Cristina,934,No Oficial,No Oficial,CL 31C    89A 10,3412517,Activo,2024,4710935.3535,2247635.6556,No Oficial-Principal,305001004056,30500100405601,305001004056,-75.61325882,6.23466996,16160420002,16,Belén,1616,Las Violetas
454,"(4711922.9248, 2249490.487900002)",Colegio De La Presentacion - Medellin,Colegio De La Presentacion - Medellin,930,No Oficial,No Oficial,CR 84 44 73,6041259-6046761,Activo,2024,4711922.9248,2249490.4879,No Oficial-Principal,305001004161,30500100416101,305001004161,-75.60441995,6.25148266,12040160014,12,La América,1204,La América
455,"(4712312.860200001, 2250556.536200002)",Colegio Calasanz,Colegio Calasanz,930,No Oficial,No Oficial,CR 82 48 A 120,2642055,Activo,2024,4712312.8602,2250556.5362,No Oficial-Principal,305001004200,30500100420001,305001004200,-75.6009448,6.26113769,13040230010,13,San Javier,1304,Los Alcázares
456,"(4716793.5977, 2252158.8302999996)",Colegio Nuestra Señora De Lourdes,Colegio Nuestra Señora De Lourdes,917,Cobertura Contratada,No Oficial,CL 82 50 BB 30,6045828146 / 604 582 8146  EXT 105,Activo,2024,4716793.5977,2252158.8303,Cobertura Contratada-Principal,305001004218,30500100421801,305001004218,-75.56053336,6.27582277,04140320001,04,Aranjuez,0414,Brasilia
457,"(4713660.826500001, 2248603.5012999997)",Colegio De La Universidad Pontificia Bolivariana,Colegio De La Universidad Pontificia Bolivariana,929,No Oficial,No Oficial,CQ 1 A 70 01,3544501,Activo,2024,4713660.8265,2248603.5013,No Oficial-Principal,305001004293,30500100429301,305001004293,-75.58867958,6.24354139,11060010001,11,Laureles Estadio,Inst_15,U.P.B
458,"(4716213.9551, 2242934.604600003)",Colegio Santa Maria Del Rosario,Colegio Santa Maria Del Rosario,932,No Oficial,No Oficial,CL 7 B SUR 29 C 100,2663904,Activo,2024,4716213.9551,2242934.6046,No Oficial-Principal,305001004315,30500100431501,305001004315,-75.56536499,6.19240337,14110020016,14,El Poblado,1411,Los Balsos No.1
459,"(4717537.481000001, 2247710.2843999993)",Colegio Eucaristico De La Milagrosa,Colegio Eucaristico De La Milagrosa,926,No Oficial,No Oficial,CR 28 42 62,2692151,Activo,2024,4717537.481,2247710.2844,No Oficial-Principal,305001004404,30500100440401,305001004404,-75.55361696,6.23563715,09100150007,09,Buenos Aires,0910,La Milagrosa
460,"(4717049.6831, 2249103.2109999973)",Colegio Salesiano El Sufragio,Colegio Salesiano El Sufragio,928,No Oficial,No Oficial,CR 39 54 31,2174143 ext 102,Activo,2024,4717049.6831,2249103.211,No Oficial-Principal,305001004455,30500100445501,305001004455,-75.55808507,6.24820892,10160400001,10,La Candelaria,1016,Boston
461,"(4713884.629000002, 2249780.009700004)",Colegio San Ignacio De Loyola,Colegio San Ignacio De Loyola,929,No Oficial,No Oficial,CL 48 68 98,"604 3204360
",Activo,2024,4713884.629,2249780.0097,No Oficial-Principal,305001004498,30500100449801,305001004498,-75.58670994,6.25418765,11020060001,11,Laureles Estadio,1102,Suramericana
462,"(4712707.5095, 2252448.0820000023)",Colegio Sagrados Corazones,Colegio Sagrados Corazones,923,No Oficial,No Oficial,CR 89 66 91,2640026 ext 103 -3102695535- 3122639096,Activo,2024,4712707.5095,2252448.082,No Oficial-Principal,305001004501,30500100450101,305001004501,-75.59746398,6.27825586,07180010005,07,Robledo,0718,Cucaracho
463,"(4717797.4526, 2252372.1155999973)",Colegio Maria Reina Del Carmelo,Colegio Maria Reina Del Carmelo,916,Cobertura Contratada,No Oficial,CR 43 A 85 104,4483299-5202564,Activo,2024,4717797.4526,2252372.1156,Cobertura Contratada-Principal,305001004528,30500100452801,305001004528,-75.55147279,6.27779534,03020310013,03,Manrique,0302,Las Granjas
464,"(4716725.463400002, 2248269.6439000014)",Colegio Tomas Carrasquilla,Colegio Tomas Carrasquilla,926,Cobertura Contratada,No Oficial,CR 38    42-41,2162583,Activo,2024,4716725.4634,2248269.6439,Cobertura Contratada-Principal,305001004544,30500100454401,305001004544,-75.56097763,6.24065857,09120620115,09,Buenos Aires,0912,El Salvador
465,"(4714500.285100001, 2250121.448300002)",Instituto Jorge Robledo,Instituto Jorge Robledo,929,No Oficial,No Oficial,CL 51 65 72,2606009,Activo,2024,4714500.2851,2250121.4483,No Oficial-Principal,305001004633,30500100463301,305001004633,-75.58116291,6.25730183,11010180001,11,Laureles Estadio,1101,Carlos E. Restrepo
466,"(4715611.952400001, 2242788.8594000023)",Colegio Pinares Altoverde,Colegio Pinares Altoverde,932,No Oficial,No Oficial,CR 35 9 160,2686034,Activo,2024,4715611.9524,2242788.8594,No Oficial-Principal,305001004668,30500100466801,305001004668,-75.57079688,6.1910594,14140010033,14,El Poblado,1414,El Castillo
467,"(4718120.889300002, 2247883.2660000026)",Colegio Divino Salvador,Colegio Divino Salvador,925,No Oficial,No Oficial,CR 21 47 86,2697440,Activo,2024,4718120.8893,2247883.266,No Oficial-Principal,305001004811,30500100481101,305001004811,-75.54835373,6.23722658,09080190048,09,Buenos Aires,0908,Miraflores
468,"(4717345.090300002, 2253145.4733000025)",Colegio Agustiniano De San Nicolas,Colegio Agustiniano De San Nicolas,918,No Oficial,No Oficial,CR 48 93 13,5401060,Activo,2024,4717345.0903,2253145.4733,No Oficial-Principal,305001004820,30500100482001,305001004820,-75.55559409,6.28476716,04010120001,04,Aranjuez,0401,Berlín
469,"(4718230.468600001, 2250822.7799999993)",Colegio Pablo Vi,Colegio Pablo Vi,916,Cobertura Contratada,No Oficial,CR 36    69 30,"6043224491
",Activo,2024,4718230.4686,2250822.78,Cobertura Contratada-Principal,305001004871,30500100487101,305001004871,-75.54749238,6.26380709,03080240006,03,Manrique,0308,Manrique Oriental
470,"(4713089.912300001, 2247051.2731999997)",Colegio San Juan Bosco,Colegio San Juan Bosco,935,No Oficial,No Oficial,CL 28 73 01,408 66 66 - 408 83 34,Activo,2024,4713089.9123,2247051.2732,No Oficial-Principal,305001004901,30500100490101,305001004901,-75.59376839,6.22948303,16040050001,16,Belén,1604,Granada
471,"(4717985.015400001, 2247786.2715000045)",Colegio Nuestra Señora Del Rosario De Chiquinquira,Colegio Nuestra Señora Del Rosario De Chiquinquira,925,No Oficial,No Oficial,CR 22 A 46 59,4442740,Activo,2024,4717985.0154,2247786.2715,No Oficial-Principal,305001004943,30500100494301,305001004943,-75.54957704,6.23634372,09080250001,09,Buenos Aires,0908,Miraflores
472,"(4712567.1372, 2246126.0639999993)",Colegio De La Inmaculada,Colegio De La Inmaculada,935,No Oficial,No Oficial,CR 76 12 57,3222835,Activo,2024,4712567.1372,2246126.064,No Oficial-Principal,305001004986,30500100498601,305001004986,-75.59845004,6.22109542,16060140001,16,Belén,1606,Las Playas
473,"(4711507.4188, 2249657.3268000036)",Colegio Santa Teresita,Colegio Santa Teresita,930,No Oficial,No Oficial,CL 44 90 A 22,408 58 12,Activo,2024,4711507.4188,2249657.3268,No Oficial-Principal,305001004994,30500100499401,305001004994,-75.60818125,6.25297234,12070160026,12,La América,1207,El Danubio
474,"(4714865.780900001, 2243662.1426)",Colegio San Jose De Las Vegas,Colegio San Jose De Las Vegas,932,No Oficial,No Oficial,CR 48 7 S 52,4446008 Ext 115 -3215168,Activo,2024,4714865.7809,2243662.1426,No Oficial-Principal,305001005036,30500100503601,305001005036,-75.57757578,6.19892175,14220240066,14,El Poblado,1422,La Aguacatala
475,"(4712554.845200002, 2251011.9405000005)",Instituto Ferrini - Sede Calasanz,Instituto Ferrini - Sede Calasanz,923,No Oficial,No Oficial,CL 51 A 81 B 33,4217000,Activo,2024,4712554.8452,2251011.9405,No Oficial-Principal,305001005044,30500100504401,305001005044,-75.59877895,6.2652656,12020280019,12,La América,1202,Calasanz
476,"(4718088.5499, 2247310.303700002)",Colegio La Anunciacion,Colegio La Anunciacion,926,No Oficial,No Oficial,CR 21 40 114,3146350744 -(604) 460 53 00,Activo,2024,4718088.5499,2247310.3037,No Oficial-Principal,305001005109,30500100510901,305001005109,-75.54862087,6.2320451,09030900005,09,Buenos Aires,0903,Bomboná No.2
477,"(4716457.139700001, 2244461.1465000045)",Colegio Madre Antonia Cerini,Colegio Madre Antonia Cerini,932,No Oficial,No Oficial,CR 32 C 7 A 60,3118176,Activo,2024,4716457.1397,2244461.1465,No Oficial-Principal,305001005125,30500100512501,305001005125,-75.56323482,6.20621509,14170200006,14,El Poblado,1417,La Florida
478,"(4717023.4913, 2248443.2936000023)",Escuela Normal Superior Antioqueña,Escuela Normal Superior Antioqueña,926,No Oficial,No Oficial,CR 36 A 48 55,2396022,Activo,2024,4717023.4913,2248443.2936,No Oficial-Principal,305001005150,30500100515001,305001005150,-75.55829272,6.2422416,09070100022,09,Buenos Aires,0907,Buenos Aires
479,"(4712909.030099999, 2248292.2327999994)",Colegio Bethlemitas,Colegio Bethlemitas,929,No Oficial,No Oficial, DG 75 C 33 B 93,590 44 52,Activo,2024,4712909.0301,2248292.2328,No Oficial-Principal,305001005176,30500100517601,305001005176,-75.59545769,6.2406939,11080200001,11,Laureles Estadio,1108,Laureles
480,"(4717425.352, 2246287.5133999996)",Seminario Menor De La Arquidiocesis De Medellin,Seminario Menor De La Arquidiocesis De Medellin,926,No Oficial,No Oficial,KM 5 VÍA LAS PALMAS,2174000,Activo,2024,4717425.352,2246287.5134,No Oficial-Principal,305001005184,30500100518401,305001005184,-75.55456775,6.22276923,90040000899,90,Santa Elena,9001,Las Palmas
481,"(4716823.406400002, 2249679.6426)",Colegio Maria Auxiliadora,Colegio Maria Auxiliadora,927,No Oficial,No Oficial,CR 45 58 88,3208840,Activo,2024,4716823.4064,2249679.6426,No Oficial-Principal,305001005214,30500100521401,305001005214,-75.56015475,6.25341035,10170070001,10,La Candelaria,1017,Los Ángeles
482,"(4711643.5770000005, 2250227.573500002)",Colegio Teresiano Nuestra Señora De La Candelaria,Colegio Teresiano Nuestra Señora De La Candelaria,930,No Oficial,No Oficial,CL 47 F 89 A 134,5811611,Activo,2024,4711643.577,2250227.5735,No Oficial-Principal,305001005257,30500100525701,305001005257,-75.60697671,6.25813372,12060450007,12,La América,1206,Santa Lucía
483,"(4711124.277300001, 2248589.0023999996)",Colegio Latino,Colegio Latino,930,Cobertura Contratada,No Oficial,KR 86 A 34 64, 317 4306077,Activo,2024,4711124.2773,2248589.0024,Cobertura Contratada-Principal,305001005265,30500100526501,305001005265,-75.61159477,6.24329706,12120070008,12,La América,1212,Santa Teresita
484,"(4710550.427, 2249480.579400001)",Colegio Nuestra Madre De  Mercedes,Colegio Nuestra Madre De  Mercedes,931,No Oficial,No Oficial,CL 37 B 98 02,2531455,Activo,2024,4710550.427,2249480.5794,No Oficial-Principal,305001005541,30500100554101,305001005541,-75.61681908,6.25133148,13110070005,13,San Javier,1311,Belencito
485,"(4711559.590500001, 2248452.9645000026)",Colegio Corazonista,Colegio Corazonista,930,No Oficial,No Oficial,CR 84 34 36,4129988,Activo,2024,4711559.5905,2248452.9645,No Oficial-Principal,305001005567,30500100556701,305001005567,-75.60765599,6.24208673,11100440001,11,Laureles Estadio,1110,La Castellana
486,"(4714069.345000002, 2252872.805300001)",Colegio Barbara Micarelli,Colegio Barbara Micarelli,922,No Oficial,No Oficial,DG 80 78 B 48,2570764,Activo,2024,4714069.345,2252872.8053,No Oficial-Principal,305001005621,30500100562101,305001005621,-75.58517886,6.28215654,07080020192,07,Robledo,0708,Altamira
487,"(4718168.55, 2253951.3899999987)",Colegio El Hogar De Su Niño,Colegio El Hogar De Su Niño,931,Cobertura Contratada,No Oficial,CR 40    102 40,4965188,Activo,2024,4718168.55,2253951.39,Cobertura Contratada-Principal,305001005893,30500100589301,305001005893,-75.54818937,6.29208964,01050600089,01,Popular,0104,Granizal
